Clave	Nombre	Pop over 5, 1995	Sabe leer y escribir	No sabe leer y escribir	No especificado en condición para leer y escribir	Población over 4, 1995	Asiste	No asiste	No especificado en asistencia escolar	Education level (over 4)	Sin escolaridad a/	Preescolar	Primaria b/	Con instrucción posprimaria	No especificado en nivel de escolaridad	With college degree (over 18)	with graduate studies (over 18)	Average education level (14 or more)	Población de 5 y más años por condición de habla indígena	Habla lengua indígena	No habla lengua indígena	No especificado	Pop over 5, 2000	Sabe leer y escribir 2	No sabe leer y escribir 2	No especificado en condición para leer y escribir 2	Pop over 4	Asiste2	No asiste 2	No especificado en asistencia escolar 2	Población over 4	Sin escolaridad a/ 2	Preescolar2	Primaria b/ 2	Con instrucción posprimaria 2	No especificado en nivel de escolaridad 2	With college degree (over 18) 2	with graduate studies (over 18) 2	Average education level (14 or more) 2	Población de 5 y más años por condición de habla indígena 2	Habla lengua indígena 2	No habla lengua indígena 2	No especificado 2	Pop over 5, 2005	Sabe leer y escribir 3	No sabe leer y escribir 3	No especificado en condición para leer y escribir 3	Pop over 4 2	Asiste3	No asiste 3	No especificado en asistencia escolar 3	Población over 4 2	Sin escolaridad a/ 3	Preescolar3	Primaria b/ 3	Con instrucción posprimaria 3	No especificado en nivel de escolaridad 3	With college degree (over 18) 3	with graduate studies (over 18) 3	Average education level (14 or more) 3	Población de 5 y más años por condición de habla indígena 3	Habla lengua indígena 3	No habla lengua indígena 3	No especificado 3	Pop over 5, 2010	Sabe leer y escribir 4	No sabe leer y escribir 4	No especificado en condición para leer y escribir 4	Pop over 4 3	Asiste4	No asiste 4	No especificado en asistencia escolar 4	Población over 4 3	Sin escolaridad a/ 4	Preescolar4	Primaria b/ 4	Con instrucción posprimaria 4	No especificado en nivel de escolaridad 4	With college degree (over 18) 4	with graduate studies (over 18) 4	Average education level (14 or more) 4	Población de 5 y más años por condición de habla indígena 4	Habla lengua indígena 4	No habla lengua indígena 4	No especificado 4
5022	Nava	17040	15966	1056	18	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	17611	14	17496	101	19062	17992	1045	25	19696	6113	13483	100	19696	973	1055	9710	7733	225	618	15	7.2	19696	15	19612	69	22053	20695	1337	21	22691	7423	15183	85	22691	834	1218	10026	10312	301	905	24	7.7	22691	30	22588	73	24091	22889	1039	163	24688	7760	16805	123	24688	802	1297	9789	12715	85	1142	59	8.3	24688	66	24536	86
5023	Ocampo	11136	10129	998	9	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	11508	4	11405	99	10015	9093	753	169	10334	3059	7013	262	10334	883	492	5533	3165	261	283	21	6.4	10334	6	10148	180	8851	8167	681	3	9069	2749	6292	28	9069	619	382	4521	3475	72	278	36	6.8	9069	9	9039	21	9538	8813	673	52	9757	2911	6812	34	9757	562	487	4441	4232	35	297	29	7.3	9757	15	9715	27
5024	Parras	36978	32913	3925	140	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	37981	15	37621	345	36909	33823	3050	36	38008	11939	25850	219	38008	2393	2024	17539	15742	310	1861	111	7.4	38008	24	37852	132	39077	36289	2698	90	40062	12603	27106	353	40062	1899	1773	16300	19117	973	2483	89	8.1	40062	71	39800	191	40126	37129	2403	594	40931	12672	27938	321	40931	1727	1784	15098	21902	420	2615	150	8.4	40931	58	40669	204
5025	Piedras Negras	98197	92752	5304	141	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	101056	115	100444	497	106460	101216	5030	214	109663	32673	76124	866	109663	5095	6044	45144	51534	1846	8682	416	8.3	109663	155	108595	913	121671	116112	5296	263	125026	39117	84874	1035	125026	3693	5655	46645	66780	2253	11628	498	8.8	125026	355	123643	1028	131655	125846	4715	1094	134769	40886	92831	1052	134769	3431	6584	46392	77744	618	13663	882	9.2	134769	354	133659	756
5026	Progreso	3078	2823	236	19	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	3167	0	3084	83	3006	2761	238	7	3104	828	2231	45	3104	252	184	1867	763	38	44	2	5.6	3104	3	3093	8	2922	2675	245	2	2995	830	2144	21	2995	162	145	1657	991	40	58	1	6.3	2995	4	2971	20	3093	2922	155	16	3142	869	2255	18	3142	153	162	1590	1214	23	60	9	6.8	3142	1	3131	10
5027	Ramos Arizpe	30833	28545	2206	82	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	31734	38	31461	235	33473	31303	2076	94	34479	10267	23772	440	34479	1977	1610	15409	14907	576	1945	97	7.7	34479	29	34116	334	47544	45093	2386	65	48879	14908	33763	208	48879	1821	2415	18469	25515	659	3815	278	8.6	48879	127	48529	223	64444	61249	2792	403	66099	20163	45538	398	66099	2112	3611	21586	38569	221	6231	599	9.3	66099	193	65715	191
5028	Sabinas	44211	42088	2071	52	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	45410	67	45188	155	45333	43347	1937	49	46516	13918	32352	246	46516	2047	2689	19215	22182	383	3840	156	8.2	46516	48	46316	152	46122	43953	2132	37	47205	13893	33000	312	47205	1456	1996	17677	25503	573	4680	134	8.8	47205	82	47001	122	53338	50915	1681	742	54508	15796	38174	538	54508	1473	2627	18314	31808	286	6032	268	9.2	54508	124	54151	233
5029	Sacramento	1708	1513	194	1	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	1755	0	1754	1	1731	1620	106	5	1780	464	1287	29	1780	119	91	805	740	25	45	4	7.1	1780	1	1776	3	1828	1694	133	1	1869	520	1347	2	1869	90	69	756	947	7	83	2	7.8	1869	1	1866	2	2075	1925	118	32	2110	570	1528	12	2110	111	85	775	1116	23	100	6	7.8	2110	0	2104	6
5030	Saltillo	452205	429613	21680	912	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	464224	613	461362	2249	495385	473793	20432	1160	509078	161231	343448	4399	509078	19785	25975	181997	273442	7879	62169	4538	9.1	509078	878	503109	5091	556423	534734	20747	942	570494	181676	384702	4116	570494	14882	24662	183924	337349	9677	79569	5389	9.7	570494	1632	565869	2993	633090	606244	19305	7541	646837	201322	437032	8483	646837	14461	30882	187877	410198	3419	97647	9155	10.1	646837	1696	641051	4090
5031	San Buenaventura	17536	16540	996	0	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	17963	6	17955	2	17524	16721	779	24	17973	5437	12441	95	17973	671	861	7547	8723	171	1155	69	8.2	17973	10	17899	64	17383	16652	710	21	17785	5142	12553	90	17785	446	783	6426	9958	172	1585	27	8.8	17785	28	17716	41	19599	18714	588	297	19984	5788	14027	169	19984	509	952	6412	11954	157	1940	79	9.2	19984	30	19869	85
5032	San Juan de Sabinas	35827	34134	1676	17	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	36680	35	36583	62	35090	33801	1244	45	35910	10133	25469	308	35910	1341	1598	14857	17657	457	3499	154	8.4	35910	19	35766	125	35531	34134	1374	23	36307	9959	26252	96	36307	984	1453	13723	19845	302	4275	111	8.9	36307	75	36146	86	36882	35353	1102	427	37543	10399	26834	310	37543	797	1640	12929	21897	280	4649	207	9.3	37543	55	37377	111
5033	San Pedro	78673	71131	7476	66	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	80823	18	80624	181	75299	68853	6393	53	77378	22647	54480	251	77378	5900	3614	38973	28448	443	3347	148	6.7	77378	40	77174	164	81419	75268	6107	44	83572	24923	58338	311	83572	4649	3585	38032	36518	788	4322	112	7.4	83572	102	83333	137	90097	83147	6067	883	92147	27510	64022	615	92147	4249	4714	38286	44334	564	5362	195	7.9	92147	161	91607	379
5034	Sierra Mojada	5413	4991	404	18	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	5598	1	5559	38	4981	4635	343	3	5134	1533	3588	13	5134	388	408	2521	1790	27	188	7	6.9	5134	21	5106	7	4519	4276	238	5	4645	1410	3210	25	4645	217	207	2095	2073	53	159	3	7.5	4645	16	4613	16	5563	5252	264	47	5713	1760	3936	17	5713	210	308	2224	2920	51	247	9	8.2	5713	9	5682	22
5035	Torreón	439970	419838	19571	561	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	451317	437	449316	1564	457443	439437	17078	928	469030	144187	321412	3431	469030	16518	21393	169299	255829	5991	64019	3935	9.2	469030	764	464242	4024	499518	481188	17533	797	511175	159429	348261	3485	511175	11965	20741	165331	305283	7855	81019	4394	9.9	511175	1588	506727	2860	556811	535000	15981	5830	568364	170734	391595	6035	568364	11692	25442	170181	358263	2786	97766	7163	10.2	568364	1306	563963	3095
5036	Viesca	16746	14586	2154	6	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	17210	2	17200	8	16083	14460	1614	9	16528	4503	11920	105	16528	1356	785	9414	4820	153	214	9	5.7	16528	7	16446	75	16694	15076	1604	14	17144	5101	11976	67	17144	1175	694	8812	6209	254	235	9	6.4	17144	18	15580	1546	18545	16919	1447	179	19004	5498	13061	445	19004	1031	946	9235	7726	66	369	19	6.9	19004	22	18909	73
5037	Villa Unión	5365	4956	406	3	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	5485	1	5476	8	5188	4806	361	21	5345	1278	3997	70	5345	410	338	3016	1433	148	82	9	6	5345	5	5290	50	5336	4992	336	8	5462	1436	3959	67	5462	226	267	2811	2060	98	132	5	6.9	5462	8	5368	86	5497	5198	258	41	5619	1615	3970	34	5619	186	268	2414	2714	37	138	3	7.6	5619	20	5572	27
5038	Zaragoza	10641	9840	795	6	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	10920	3	10893	24	10767	10050	697	20	11051	2884	8112	55	11051	694	509	5876	3803	169	385	24	6.6	11051	6	11005	40	10520	9825	687	8	10799	2999	7764	36	10799	452	562	5321	4354	110	486	5	7.1	10799	10	10776	13	11157	10580	505	72	11375	3109	8213	53	11375	417	568	5084	5276	30	578	38	7.7	11375	9	11338	28
6001	Armería	23956	20433	3501	22	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	24669	77	24552	40	23005	19826	3143	36	23640	7077	16432	131	23640	2897	1380	12304	6879	180	685	22	5.7	23640	93	23476	71	21715	18941	2765	9	22268	6745	15464	59	22268	2505	1065	10672	7792	234	828	26	6.3	22268	76	22150	42	25275	22193	2973	109	25858	7075	18687	96	25858	2371	1473	11551	10410	53	1228	52	6.8	25858	123	25709	26
6002	Colima	107041	100625	6268	148	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	109379	239	108520	620	110443	104327	5907	209	112813	37467	74776	570	112813	5303	5315	40853	60487	855	15595	1033	9	112813	423	111894	496	114427	108806	5478	143	116604	36708	79236	660	116604	4435	3927	38278	68315	1649	18652	1430	9.5	116604	574	115535	495	130459	123522	5787	1150	132885	40059	91494	1332	132885	4407	6075	39973	81985	445	23013	2503	9.9	132885	517	132017	351
6003	Comala	15167	13590	1560	17	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	15608	17	15519	72	16059	14697	1334	28	16485	5087	11312	86	16485	1055	895	9199	5224	112	649	33	6.4	16485	27	16392	66	16817	15678	1118	21	17205	5175	11897	133	17205	1155	831	8162	6807	250	926	63	7.1	17205	68	17053	84	18564	17324	1200	40	18936	5618	13242	76	18936	646	984	8157	9127	22	1366	113	7.9	18936	41	18875	20
6004	Coquimatlán	14514	12626	1874	14	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	14920	15	14845	60	15369	13632	1704	33	15819	4806	10798	215	15819	1474	920	7993	5268	164	539	18	6.2	15819	16	15725	78	15122	13519	1596	7	15443	4650	10740	53	15443	1218	605	7097	6326	197	603	43	6.8	15443	41	15340	62	17250	15526	1618	106	17633	5309	12277	47	17633	1174	982	7367	8074	36	1036	50	7.4	17633	32	17569	32
6005	Cuauhtémoc	22252	20169	2050	33	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	22786	150	22557	79	22102	20347	1727	28	22657	6637	15916	104	22657	1476	1192	10722	9124	143	1159	44	7.1	22657	248	22296	113	22208	20773	1404	31	22699	6767	15794	138	22699	1106	866	9802	10618	307	1547	50	7.8	22699	110	22537	52	24003	22338	1543	122	24515	7110	17273	132	24515	1043	1309	9477	12610	76	1901	121	8.2	24515	275	24180	60
6006	Ixtlahuacán	4387	3729	649	9	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	4496	2	4479	15	4548	3956	586	6	4668	1314	3265	89	4668	529	227	2662	1145	105	98	5	5.3	4668	19	4626	23	4242	3765	473	4	4334	1273	2902	159	4334	285	110	2229	1464	246	139	13	6.3	4334	10	4307	17	4749	4170	533	46	4841	1429	3343	69	4841	448	250	2192	1942	9	207	8	6.7	4841	9	4816	16
6007	Manzanillo	93477	84851	8518	108	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	96103	470	95287	346	100655	93077	7387	191	103294	32607	70092	595	103294	6740	5507	43476	46536	1035	6028	369	7.7	103294	917	101928	449	115984	108510	7260	214	118777	36849	81298	630	118777	5990	5002	44021	62243	1521	9694	600	8.4	118777	921	117270	586	141155	131748	7680	1727	144196	43284	99006	1906	144196	6092	7218	47460	82602	824	15051	1087	9	144196	1159	142456	581
6008	Minatitlán	7012	6237	767	8	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	7231	3	7205	23	7018	6195	808	15	7235	2537	4600	98	7235	536	451	3769	2360	119	154	7	6.4	7235	19	7161	55	6542	5926	613	3	6698	2254	4426	18	6698	466	252	3116	2757	107	174	3	6.8	6698	17	6666	15	7244	6602	585	57	7389	2222	5135	32	7389	466	396	3066	3426	35	257	14	7.4	7389	12	7359	18
6009	Tecomán	77540	64859	12540	141	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	79892	565	78767	560	81436	69890	11429	117	83692	24400	58909	383	83692	11393	4500	41413	25792	594	3081	159	6	83692	990	82366	336	84452	72758	11606	88	86542	25665	60315	562	86542	9787	3468	39622	32289	1376	4224	174	6.6	86542	714	85105	723	98471	86816	10858	797	100826	28102	71814	910	100826	10273	5602	41671	42953	327	6185	298	7.1	100826	1537	98961	328
6010	Villa de Álvarez	56041	52357	3528	156	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	57759	61	57017	681	65654	62345	3245	64	67474	24536	42663	275	67474	2485	4066	24065	36321	537	7999	429	9.1	67474	180	67082	212	84323	81355	2899	69	86241	30559	55276	406	86241	1940	3630	25973	53700	998	13874	1044	10.1	86241	358	85502	381	105173	100990	3389	794	107366	36036	70730	600	107366	2211	5358	27198	72188	411	20815	1970	10.7	107366	278	106722	366
7001	Acacoyagua	10394	8105	2282	7	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	10754	14	10727	13	11877	9605	2242	30	12284	4222	7965	97	12284	2050	524	7331	2283	96	107	11	4.6	12284	58	12105	121	12543	10398	2134	11	12935	4583	8331	21	12935	1711	671	7094	3349	110	169	10	5.3	12935	46	12848	41	14445	12334	2043	68	14826	4974	9791	61	14826	1686	675	7579	4859	27	294	12	6	14826	29	14738	59
7002	Acala	19936	14611	5320	5	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	20482	2028	18431	23	21064	15632	5387	45	21671	6411	14979	281	21671	4609	861	10879	4872	450	428	20	4.7	21671	2459	19093	119	22399	17373	4991	35	22942	7110	15603	229	22942	4597	987	10525	6525	308	693	19	5.3	22942	2680	20193	69	25359	19806	5176	377	25938	7566	17825	547	25938	4234	1241	11409	8898	156	1133	52	6	25938	3283	22558	97
7003	Acapetahua	21320	16484	4812	24	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	22114	61	21703	350	21512	17213	4279	20	22160	7339	14723	98	22160	4068	1102	11937	4931	122	322	8	4.7	22160	88	22017	55	20963	16913	4035	15	21464	7315	14095	54	21464	3596	1004	10272	6446	146	468	12	5.4	21464	57	21361	46	24216	19724	4369	123	24756	7570	17099	87	24756	3763	1295	10911	8726	61	781	22	6	24756	59	24631	66
7004	Altamirano	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	12839	8284	4508	47	13407	4413	8829	165	13407	3555	793	6991	1670	398	76	7	3.6	13407	8943	4323	141	17950	12478	5435	37	18560	6757	11766	37	18560	3955	1017	9663	3701	224	213	3	4.5	18560	12660	5866	34	22544	15370	7099	75	23306	7935	15317	54	23306	4610	1617	11557	5475	47	332	23	4.9	23306	15458	7789	59
7005	Amatán	12173	7539	4632	2	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	12706	1819	10874	13	14972	9828	5095	49	15589	5121	10168	300	15589	3866	966	9257	1247	253	59	1	3	15589	2772	12714	103	16449	11599	4820	30	17012	6311	10576	125	17012	3679	1100	9140	2973	120	84	2	3.9	17012	2664	14267	81	18029	12894	4816	319	18547	6444	12029	74	18547	3097	1137	9749	4502	62	148	11	4.8	18547	6676	11825	46
7006	Amatenango de la Frontera	19135	14000	5118	17	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	19870	813	18966	91	21806	16825	4942	39	22537	7039	15339	159	22537	4419	994	13996	3000	128	148	5	4.1	22537	760	21577	200	21708	17088	4603	17	22301	7541	14725	35	22301	3868	924	12379	4937	193	286	5	4.7	22301	509	21759	33	25296	19770	5372	154	25982	8189	17596	197	25982	3851	1408	13910	6712	101	495	15	5.3	25982	893	24969	120
7007	Amatenango del Valle	4975	2448	2517	10	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	5139	4101	1026	12	4332	2568	1761	3	4487	1309	3133	45	4487	1468	131	2579	263	46	3	1	2.7	4487	3508	968	11	5701	3643	2055	3	5887	1788	4088	11	5887	1673	273	3258	627	56	20	1	3.3	5887	4568	1313	6	7032	4836	2173	23	7247	2230	4982	35	7247	1584	443	4235	967	18	51	3	4	7247	5511	1721	15
7008	Angel Albino Corzo	19820	13042	6760	18	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	20486	393	20045	48	18039	13281	4745	13	18598	5539	13015	44	18598	3751	907	10501	3313	126	258	19	4.3	18598	636	17925	37	20248	15013	5203	32	20876	7211	13536	129	20876	4061	947	10405	5130	333	365	7	4.9	20876	674	20120	82	22925	18094	4724	107	23560	7291	16175	94	23560	3860	1189	11514	6940	57	564	24	5.6	23560	762	22728	70
7009	Arriaga	33781	28130	5578	73	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	34703	377	34187	139	32749	27941	4765	43	33638	10346	23122	170	33638	4156	1658	16288	11260	276	1222	59	6.1	33638	464	33065	109	33280	28651	4604	25	34032	10414	23519	99	34032	3764	1287	15511	13019	451	1728	101	6.7	34032	259	33667	106	35576	30933	4539	104	36367	10747	25570	50	36367	3336	1696	15512	15755	68	2495	175	7.3	36367	245	36092	30
7010	Bejucal de Ocampo	4944	3766	1165	13	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	5158	67	5075	16	5465	4330	1130	5	5668	1753	3893	22	5668	843	200	4150	420	55	24	0	3.8	5668	56	5605	7	5471	4567	900	4	5634	2167	3449	18	5634	659	196	3816	892	71	35	0	4.4	5634	66	5546	22	6385	5423	950	12	6555	2177	4348	30	6555	582	396	4135	1431	11	44	3	5.1	6555	84	6463	8
7011	Bella Vista	13891	11299	2581	11	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	14411	271	14074	66	15037	12498	2503	36	15535	5056	10167	312	15535	1433	662	10999	2285	156	76	3	4.7	15535	202	15151	182	15011	12766	2230	15	15425	5320	10036	69	15425	1110	852	9885	3441	137	138	5	5.3	15425	137	15237	51	16459	14007	2370	82	16934	5569	11286	79	16934	962	862	10272	4782	56	248	5	5.9	16934	151	16692	91
7012	Berriozábal	21817	16601	5207	9	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	22530	816	21692	22	23854	18368	5472	14	24681	6777	17851	53	24681	5265	1046	13152	5135	83	755	37	4.9	24681	1041	23600	40	28894	23132	5707	55	29703	8703	20768	232	29703	3980	1185	14619	8660	1259	1279	37	6	29703	966	28553	184	36278	29215	6834	229	37267	10648	26450	169	37267	5479	1875	17872	11955	86	1972	131	6.2	37267	1525	35611	131
7013	Bochil	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	18052	12907	5109	36	18753	7257	11409	87	18753	3771	1473	9718	3604	187	443	22	4.7	18753	9559	9136	58	21937	16645	5257	35	22658	8717	13875	66	22658	3778	1267	10901	6446	266	749	47	5.6	22658	10446	12151	61	25587	19964	5427	196	26423	9621	16637	165	26423	3585	2027	12025	8682	104	1022	62	6.3	26423	13355	12982	86
7014	El Bosque	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	9766	5968	3779	19	10133	3041	7023	69	10133	3336	441	5205	1054	97	30	2	3.2	10133	9564	535	34	11828	7688	4103	37	12281	4489	7705	87	12281	3282	507	6118	2149	225	70	2	4	12281	11731	526	24	15028	10678	4283	67	15527	5554	9903	70	15527	3125	1017	7996	3346	43	115	10	4.8	15527	14906	585	36
7015	Cacahoatán	30193	24165	5988	40	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	31105	591	30399	115	33083	26841	6209	33	34064	10726	23139	199	34064	5837	1372	16732	9911	212	965	43	5.6	34064	702	33241	121	35316	29227	6060	29	36323	12452	23758	113	36323	5228	1459	16101	13158	377	1705	40	6.4	36323	792	35417	114	38134	32338	5532	264	39084	12799	26185	100	39084	4652	1757	16403	16093	179	2060	87	7	39084	784	38236	64
7016	Catazajá	13432	10439	2955	38	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	13826	238	13386	202	13795	11221	2547	27	14151	4277	9677	197	14151	1993	596	7848	3522	192	314	16	5.2	14151	282	13808	61	14150	11608	2507	35	14448	4377	9963	108	14448	2146	457	6876	4601	368	447	7	5.7	14448	314	14049	85	15419	12628	2645	146	15687	4511	11079	97	15687	1851	680	7253	5827	76	503	42	6.2	15687	438	15179	70
7017	Cintalapa	53505	42806	10671	28	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	55307	2787	52444	76	54561	44650	9842	69	56124	17952	37876	296	56124	8597	2587	30465	14091	384	1790	53	5.4	56124	3351	52606	167	63836	53355	10399	82	65316	21319	43707	290	65316	8267	2537	31389	22297	826	3713	127	6.2	65316	3809	60989	518	68291	57827	9888	576	69861	22347	47266	248	69861	7592	3307	31219	27352	391	4582	256	6.9	69861	4626	64872	363
7018	Coapilla	5279	3411	1867	1	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	5482	856	4624	2	5941	4531	1404	6	6160	1998	4131	31	6160	1083	462	3828	763	24	68	4	3.9	6160	997	5150	13	6569	5249	1298	22	6775	2268	4389	118	6775	1095	395	3751	1374	160	98	5	4.5	6775	1033	5665	77	7211	5643	1546	22	7403	2397	4982	24	7403	904	467	3952	2068	12	170	5	5.5	7403	1141	6253	9
7019	Comitán de Domínguez	81375	65267	16030	78	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	83721	2730	80817	174	89484	73595	15793	96	91971	27155	64387	429	91971	14074	4385	46991	25928	593	4282	211	6	91971	3770	87938	263	103303	86192	16981	130	105746	31471	73820	455	105746	13796	4348	49683	36414	1505	7000	363	6.6	105746	3839	101615	292	122114	103862	17559	693	125033	36488	87993	552	125033	13601	6572	56012	48452	396	10256	1004	7.3	125033	5420	119258	355
7020	La Concordia	31181	21783	9393	5	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	32319	1240	31072	7	33347	23970	9333	44	34436	9390	24748	298	34436	8470	1284	18549	5657	476	395	13	4	34436	2085	32253	98	34814	25612	9169	33	35744	11095	24573	76	35744	7825	1613	17621	8291	394	546	14	4.6	35744	2444	33248	52	38479	29092	8977	410	39356	11743	27095	518	39356	7523	1765	18529	11382	157	769	43	5.2	39356	2614	36597	145
7021	Copainalá	14286	11344	2924	18	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	14702	1475	13144	83	16263	13253	2994	16	16753	5532	11105	116	16753	2280	1002	9516	3871	84	427	9	5.1	16753	1770	14957	26	17398	14526	2850	22	17904	6145	11669	90	17904	2075	855	9203	5549	222	683	39	5.9	17904	1865	15961	78	18435	15451	2862	122	18904	6216	12601	87	18904	2071	1131	9043	6583	76	880	47	6.3	18904	1631	17232	41
7022	Chalchihuitán	7433	2901	4506	26	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	7834	7806	0	28	9529	4957	4411	161	10045	3099	6608	338	10045	3780	407	5269	394	195	0	1	2.9	10045	9914	12	119	10559	5756	4798	5	11032	3855	7162	15	11032	3125	477	6252	1052	126	8	0	3.5	11032	11024	6	2	11289	7092	4148	49	11747	4158	7471	118	11747	2641	854	6756	1463	33	15	2	4.2	11747	11671	13	63
7023	Chamula	42536	13569	28948	19	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	44286	44222	32	32	47268	22617	24396	255	49152	13434	35044	674	49152	22007	2056	23610	1006	473	24	0	2.2	49152	48819	82	251	54110	26914	27115	81	55852	15418	40271	163	55852	21538	2560	28523	2624	607	47	4	2.7	55852	55682	82	88	63232	37857	25298	77	65490	20389	44947	154	65490	20393	4245	36877	3911	64	83	4	3.3	65490	65250	195	45
7024	Chanal	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	5330	3042	2269	19	5561	2015	3497	49	5561	1787	300	2807	589	78	10	2	3.1	5561	5510	25	26	7082	4185	2843	54	7379	3084	4204	91	7379	1657	410	3694	1416	202	21	0	4.2	7379	6917	401	61	8477	5493	2965	19	8888	3952	4905	31	8888	1695	718	4458	2005	12	23	1	4.7	8888	8856	19	13
7025	Chapultenango	5075	3631	1442	2	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	5303	4319	976	8	5613	4014	1581	18	5840	2320	3478	42	5840	1117	504	3280	906	33	51	3	3.8	5840	4640	1174	26	6029	4786	1241	2	6228	2877	3348	3	6228	1082	397	3009	1710	30	137	3	5.1	6228	4724	1502	2	6401	5183	1153	65	6563	2553	3996	14	6563	986	314	2814	2428	21	242	24	6.2	6563	5149	1398	16
7026	Chenalhó	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	18516	10848	7559	109	19314	5453	13517	344	19314	5987	1330	10933	817	247	44	3	3.2	19314	18953	236	125	21774	12528	9216	30	22625	7608	14972	45	22625	5577	1143	13693	1944	268	69	1	3.8	22625	22406	205	14	29018	18888	10036	94	30097	9856	20032	209	30097	6884	1803	17702	3626	82	93	3	4.2	30097	29670	354	73
